hsa-miR-219a-5p	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	5	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	7	1	0	0	0	6	0	0	0	7	0	0	1	0	4	1	0
hsa-miR-219b-5p	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-221-3p	675	1409	243	419	197	570	1022	883	557	1046	844	270	585	915	390	868	290	471	642	418	263	1225	382	386	346	638	733	971	1885	725	907	493	835	750	189	497	1637	1944	2465	261	381	424	3375	640	731	381	720	810	1272	1054	418	3197	263	442	426	444	885	275	625	675	718	1228	1641	577	1565	512	679	1221	1038	1194	1384	1787
hsa-miR-221-5p	11	18	9	16	12	9	42	45	66	19	69	8	0	19	32	39	7	11	63	46	21	18	8	13	16	10	40	17	62	10	6	17	41	19	7	42	61	84	102	4	32	11	29	25	37	1	28	23	28	11	34	68	20	17	30	23	29	27	33	46	33	72	77	19	57	5	21	27	54	31	76	43
hsa-miR-222-3p	420	726	284	374	190	301	759	665	509	698	714	231	189	474	381	712	247	367	463	528	277	660	245	326	182	498	563	393	1229	292	326	310	572	349	90	407	1076	1540	1832	190	427	252	943	450	664	268	491	559	1201	556	379	1697	287	406	472	422	569	371	426	771	466	982	1563	509	1148	155	473	899	774	649	1269	727
hsa-miR-222-5p	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
hsa-miR-223-3p	165	2467	259	74	186	224	3327	207	279	3928	457	306	170	284	425	2069	469	529	315	285	29	201	279	90	206	423	582	5676	263	387	426	184	180	88	137	309	9321	1682	134	166	204	7180	56998	383	142	42	285	300	457	343	210	99373	71	829	201	91	4131	284	92	697	598	205	370	450	9524	272	137	556	352	455	1163	8086
hsa-miR-223-5p	5	91	16	3	8	8	25	0	15	57	40	9	6	11	9	50	18	17	22	20	7	10	7	11	9	14	40	187	11	26	8	0	12	0	15	10	86	58	3	0	3	113	805	26	6	0	5	10	16	54	5	1223	9	43	8	21	81	19	4	11	22	27	17	13	218	11	1	18	19	7	32	201
hsa-miR-22-3p	17687	11817	17566	10707	10095	15144	20696	18475	17245	15183	24751	10781	3980	10745	12338	9908	6851	12624	22542	17041	6372	7957	14692	10293	7361	11204	26592	16429	25428	33335	11111	51184	96243	26009	8395	19667	62749	47546	38024	21456	13318	11902	20733	16326	22341	48583	25740	40944	23903	12978	14843	21600	33832	9816	14021	37507	67876	11004	15086	21793	14538	35711	19417	16419	17720	10325	8234	22608	19976	18561	35557	25471
hsa-miR-224-3p	23	20	41	20	5	11	48	17	35	47	44	47	5	10	20	18	33	31	58	33	29	19	9	32	6	55	58	24	60	65	25	20	55	18	1	20	31	68	37	34	16	16	39	29	28	8	44	47	96	7	31	74	21	36	19	38	86	29	9	41	20	67	40	37	45	8	10	34	117	35	157	35
hsa-miR-224-5p	970	1957	2666	1897	2332	2270	2831	1843	2014	2853	1914	1628	224	1944	924	1044	1931	1336	3410	1990	818	2053	1267	1068	890	2427	3278	1874	2271	1966	1779	1408	4556	701	358	1524	1382	5421	1292	1628	1202	607	2056	1889	2275	1392	2084	2376	3729	2404	2149	2984	1410	2171	1133	2539	3582	1509	1904	2591	1448	3727	3101	1219	1768	1128	1495	2117	5060	2040	4827	1864
hsa-miR-22-5p	402	257	522	303	278	386	547	581	523	475	825	253	21	273	407	243	153	350	761	521	224	174	567	273	291	342	1030	465	663	1087	254	1739	3842	792	266	453	1786	1523	1388	444	379	322	749	537	577	1488	856	1536	668	266	537	696	846	302	523	1293	2747	420	552	801	514	1274	552	599	717	358	228	763	817	757	1313	797
hsa-miR-2276-3p	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	2	0	0	4	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	3	0
hsa-miR-2276-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2277-3p	0	0	2	4	0	0	0	0	1	0	3	2	1	0	0	0	0	0	7	1	2	0	4	6	0	0	6	0	0	2	4	5	8	6	0	0	0	8	4	0	7	1	1	1	0	11	2	4	0	5	7	2	2	0	3	5	6	3	3	5	0	5	1	9	0	7	0	3	0	0	10	4
hsa-miR-2277-5p	0	0	0	11	3	1	0	5	0	0	5	4	0	0	4	0	1	3	5	6	0	0	0	1	7	0	9	5	6	0	6	11	21	3	0	4	3	4	6	0	3	0	7	1	4	3	0	9	7	0	5	5	4	0	0	3	18	0	3	4	1	13	5	0	1	13	0	13	8	3	16	13
hsa-miR-2355-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	6	2	0	0	0	3	0	0	0	0	13	0	0	0	0	0	5	0	0	3	2	0	0	0	7	22	1	0	12	0	0	0	0	0	51	0	0	0	5	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	8
hsa-miR-2355-5p	0	0	0	0	0	0	3	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	1	0	0	0	0	0	9	0	0	1	0	4	0	1	0	23	3	3	0	0	7	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0
hsa-miR-23a-3p	2924	4034	3652	3724	2035	4745	8410	5620	5098	6328	6002	4270	972	3042	5227	3931	2524	5039	7319	5877	2290	3774	4481	2691	2159	4184	7968	7713	5929	5426	4195	6017	7804	2881	1101	4682	7728	16155	5130	3924	4610	4266	19337	7069	6875	6697	8136	6613	7393	5285	3590	20875	5052	4416	3191	4595	13160	4489	4141	7598	6055	10667	10248	6000	8547	2758	3403	6533	13777	9566	11018	13943
hsa-miR-23a-5p	3	5	1	0	2	0	0	0	1	3	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	8	2	0	0	0	0	0	7	0	0	0	0	3	9	0	0	2	0	1	1	0	1	6	0	0	0	0	0	2	0	2	0	1	0	0	0	0	3	0	3	2	2	0
hsa-miR-23b-3p	1166	1262	1159	1991	947	2282	3044	2227	2149	2153	2547	1678	474	1228	1859	1288	989	1488	3110	2502	1027	1091	1671	1097	969	1201	2567	1829	2440	1340	1316	1797	2319	714	354	2095	2001	6787	1277	1521	2047	1091	2581	2511	3061	2096	2964	1658	3148	2006	1329	1967	1258	1390	1331	1424	2537	1889	1630	3556	2973	4626	3680	2535	2360	1083	1184	2607	5188	3771	4593	3870
hsa-miR-23b-5p	1	10	6	4	7	2	0	17	3	6	2	1	8	10	3	9	2	4	4	3	0	17	3	1	0	3	2	1	0	0	11	0	7	0	0	5	0	16	2	0	5	2	1	3	0	8	2	0	12	2	0	0	0	5	3	0	0	3	4	7	4	3	10	3	3	0	0	0	13	9	9	1
hsa-miR-23c	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	1	1	1	1	0	0	0	0	2	0	2	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	2	0	0	1	3	2	3	1	0	0	0	1	3	1	1
hsa-miR-24-1-5p	40	33	42	44	38	20	43	49	35	49	88	4	10	41	38	42	18	6	27	53	33	20	25	16	14	10	43	23	55	11	13	6	10	1	6	39	25	108	3	2	61	31	21	28	23	4	70	15	71	41	19	23	14	33	60	0	7	50	34	70	41	147	119	53	51	11	31	54	43	49	123	32
hsa-miR-24-2-5p	15	29	27	28	15	30	52	41	26	36	70	42	12	23	13	12	11	12	50	37	30	33	30	26	17	23	64	45	72	55	25	100	105	42	19	34	98	118	95	23	30	29	154	59	42	149	67	71	64	29	24	102	50	31	23	44	89	59	26	44	25	92	88	46	47	17	15	90	54	42	73	75
hsa-miR-24-3p	4681	6588	5001	5412	3268	6271	8055	8398	7442	6433	7322	3286	779	3969	5564	3096	2767	4777	11239	7421	1846	2831	4003	2798	2537	3433	7238	6182	9400	8554	4716	12949	14936	6021	1553	7226	12523	15299	9828	5283	6469	5019	21105	8292	7043	12554	8606	10579	8304	6033	4194	16169	6767	4512	4718	6498	12702	5661	5325	8828	5985	11018	10325	7175	8264	3431	3085	9910	10627	9599	14480	11338
hsa-miR-25-3p	5666	5818	4533	3642	4659	4327	6667	5191	4519	6982	8099	4197	637	5116	4891	4844	2704	5153	6324	8457	3415	5362	4552	3997	1963	7328	8417	6292	6776	5631	3733	6080	10877	3137	1514	5277	9348	16775	5763	3923	4900	4006	14409	6250	7097	5819	8344	5187	8606	11543	5231	15239	4156	4524	6666	4044	9857	4672	6989	7773	4834	7877	6784	6051	8552	3377	3689	7098	9808	8465	12031	6338
hsa-miR-25-5p	14	3	0	0	8	0	0	4	0	0	0	3	0	0	0	0	0	6	0	6	0	0	4	1	4	0	0	0	1	0	2	0	0	0	2	0	0	2	9	6	5	0	4	3	0	0	0	0	4	11	0	4	2	3	0	0	0	0	8	0	0	0	9	1	0	0	2	0	0	5	0	5
hsa-miR-2681-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2682-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-26a-1-3p	0	0	0	0	3	0	0	7	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	4	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	3	0	3
hsa-miR-26a-2-3p	14	27	10	39	12	8	17	23	30	43	26	3	3	25	26	22	15	22	24	35	16	10	17	12	7	12	19	13	12	10	2	22	157	16	20	26	35	68	30	9	23	12	55	17	48	40	27	13	43	18	54	56	27	21	31	30	66	46	37	36	9	46	24	41	47	18	10	30	47	26	50	31
hsa-miR-26a-5p	25442	16146	20611	18551	19770	16663	27136	23452	33060	25043	35125	17721	4087	17573	34904	24456	19011	22405	31837	34146	17898	8711	20070	18575	9032	26557	37817	21605	23735	22838	12570	27313	52213	23572	9564	22498	48181	75242	34582	16559	32913	14386	21955	21497	36391	39861	41515	33525	35501	27525	40166	28739	34582	20810	23073	34806	62578	30681	29390	46697	22692	81662	36999	35676	34858	12444	15329	27901	41659	26924	73452	26611
hsa-miR-26b-3p	5	10	14	0	11	0	3	0	7	6	4	6	1	4	0	0	5	6	7	7	0	7	0	2	2	4	7	13	16	7	2	6	17	2	5	4	7	15	12	5	1	2	24	2	6	11	6	5	12	9	3	30	5	1	5	1	15	0	10	2	1	14	3	6	3	8	7	6	4	10	16	2
hsa-miR-26b-5p	3492	3653	3785	3280	3590	2363	4859	3961	7528	5255	6670	3401	508	2946	7464	6348	4464	4864	5701	6293	3679	1699	3540	3522	1719	5665	7114	3587	3613	2946	1677	3352	9284	2727	1450	3429	6385	13877	6235	2043	6492	3388	6889	3655	7570	7564	8595	4703	7416	3087	8664	11583	7267	4591	4560	8182	11352	6575	4662	7631	4413	13849	7721	7097	6300	2291	2223	2693	6417	4890	12244	7277
hsa-miR-27a-3p	1799	2680	1697	1767	1013	1812	4013	2887	3360	3378	2742	1742	705	1466	2325	2053	1251	2560	3751	2624	1092	1746	2097	1105	1071	1889	3790	3666	2744	2634	1693	3362	5255	1596	627	2365	5246	6838	2923	2775	2694	2475	14709	3348	2937	3542	3536	3534	3781	1498	2206	13603	2965	2131	1849	2795	7817	2479	1578	3510	2663	4874	4272	3055	5049	1262	1318	3326	5825	4830	5056	6852
hsa-miR-27a-5p	0	13	7	4	2	0	4	10	3	2	4	1	4	8	2	5	7	1	15	9	0	5	8	0	3	0	10	41	4	5	1	8	15	8	2	2	39	9	4	12	1	126	99	18	5	19	4	23	12	7	0	120	2	4	3	0	8	4	3	3	3	1	0	0	58	2	4	17	11	7	7	29
hsa-miR-27b-3p	3548	4201	2771	3956	2964	3188	6456	4944	5777	5272	5810	1402	616	2746	4857	4089	2806	3358	7700	6801	2334	3498	2910	2381	1473	2605	4842	2313	4127	1370	2145	1786	3291	1371	648	3968	3287	14343	2164	1826	5538	1930	3921	4002	4175	2695	7098	1684	5224	3284	3642	4490	2360	3146	3996	1568	4052	4019	4124	6487	4964	8774	9189	5042	4777	1742	2321	5000	6733	6635	8907	4445
hsa-miR-27b-5p	5	17	3	9	1	14	6	9	12	11	5	0	3	2	2	20	0	2	11	12	3	0	10	2	5	4	7	0	12	0	7	5	0	0	0	0	0	15	2	2	6	6	5	4	3	11	19	12	16	15	11	17	3	1	13	3	0	6	2	4	4	19	22	13	6	5	9	1	5	19	29	12
hsa-miR-28-3p	335	280	302	263	349	348	417	280	516	378	527	364	112	291	512	391	246	545	432	569	362	380	253	344	119	371	523	406	413	322	192	369	677	271	54	333	588	1153	591	327	519	326	708	446	670	577	716	435	550	629	464	1031	667	375	279	798	1060	421	458	700	343	984	680	569	526	268	200	549	697	674	822	556
hsa-miR-28-5p	219	269	292	216	363	206	420	237	568	320	574	135	45	159	683	394	238	410	454	521	279	243	234	266	113	322	596	280	359	238	116	196	937	213	42	316	573	1074	534	142	578	223	212	322	429	368	635	415	409	334	697	563	600	344	295	608	1091	550	363	642	229	872	606	401	334	167	122	380	482	316	1022	298
hsa-miR-296-3p	0	0	2	0	0	2	4	5	0	0	1	0	12	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	3	3	1	0	0	0	0	0	3	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-296-5p	0	0	4	1	2	1	3	10	4	0	19	4	0	0	2	0	2	2	0	4	0	1	9	3	0	6	8	1	4	0	0	7	7	1	0	4	9	12	0	4	13	2	0	14	1	4	1	6	5	0	8	1	4	0	0	3	23	13	11	8	2	1	6	0	0	0	0	6	11	9	4	6
hsa-miR-299-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-29a-3p	4507	6613	5211	6103	4023	8235	15232	11722	11887	8037	12325	5932	909	4602	8065	5949	3717	9656	12250	9843	3955	4708	7536	5796	3926	5683	17560	10918	10828	26108	4964	21767	45559	12455	3107	11375	28192	24996	17847	25483	9119	5511	14959	12136	11402	32779	11607	25271	13501	5242	8849	13402	21515	5576	3673	25798	53391	7436	4391	16979	10138	20784	10607	12722	10251	5686	3665	18227	17701	21240	24241	15066
hsa-miR-29a-5p	4	0	4	0	3	7	2	0	18	0	7	8	0	1	5	0	0	0	0	14	2	2	3	0	1	7	10	4	4	7	0	3	9	7	0	3	1	20	3	4	8	3	2	4	16	0	8	7	1	3	15	4	2	7	3	4	15	1	2	9	7	7	2	3	2	0	9	6	10	11	3	15
hsa-miR-29b-1-5p	4	0	3	0	6	2	8	4	0	7	0	0	2	3	6	1	3	0	0	0	0	0	0	0	0	0	4	5	2	0	0	0	2	0	3	0	1	9	10	3	3	1	5	0	4	1	6	0	13	7	7	2	0	0	0	0	0	0	0	0	0	0	6	0	3	0	3	0	1	0	4	1
hsa-miR-29b-2-5p	8	9	6	1	8	3	5	16	5	5	6	1	2	1	6	12	1	5	8	1	3	0	0	5	0	0	12	5	5	4	0	9	20	0	0	13	14	8	19	13	4	2	3	4	3	9	6	7	9	0	9	9	16	6	0	14	26	6	7	11	6	17	8	15	1	1	2	4	12	15	11	1
hsa-miR-29b-3p	116	141	142	182	130	149	278	262	368	204	325	201	37	122	211	173	105	304	267	211	154	122	236	174	81	170	460	266	251	1906	57	972	3913	746	149	373	1926	584	1494	2108	293	156	491	368	333	1927	219	1372	296	67	349	271	1567	184	111	2083	3084	238	81	535	203	595	188	488	293	142	71	659	369	546	604	366
hsa-miR-29c-3p	404	445	526	602	255	704	1296	1198	1135	665	1215	783	70	307	853	501	480	1058	1205	860	529	330	1007	754	265	515	1694	967	792	5269	334	3951	8834	2148	419	1460	5134	2193	4231	5763	747	559	1265	1046	1215	7018	1052	4927	1144	280	1090	1171	4500	505	365	5126	8613	700	282	1328	981	2180	868	1462	1054	574	371	1639	1186	1753	1820	1361
hsa-miR-29c-5p	18	7	26	17	23	12	41	63	66	22	42	30	0	15	31	22	13	38	34	44	28	6	24	25	9	51	70	18	24	72	13	67	237	66	31	68	97	118	74	27	39	25	26	22	50	84	69	99	39	26	58	47	97	16	23	150	197	29	26	36	28	105	43	64	34	26	27	69	85	33	95	28
hsa-miR-301a-3p	0	0	0	0	0	5	2	3	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	5	2	0	0	5	2	6	0	1	4	0	3	0	0	0	1	0	0	0	3	0	2	0	3	0	0	0	4	7	0	0	0	5	5	0	4
hsa-miR-301a-5p	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-301b-3p	1	0	2	1	0	3	0	1	3	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	3	0	9	1	2	0	0	0	0	0	3	0	1	0	0	0	0	4	0	0	0	0	2	0	4	0	4	0	2	0	0	0	0	0	0	3	1
hsa-miR-3064-3p	1	3	0	0	0	0	0	3	3	0	8	0	0	0	2	0	1	0	2	0	2	0	0	4	0	4	4	0	3	0	2	5	11	0	0	0	0	3	3	6	1	4	4	0	1	5	0	1	0	0	1	1	1	0	0	3	6	0	1	1	1	2	0	1	0	5	0	4	7	4	4	0
hsa-miR-3064-5p	0	0	0	0	2	0	1	2	0	5	1	0	0	0	0	4	0	0	6	4	4	0	0	0	0	5	0	0	0	0	0	3	1	0	0	0	10	7	2	2	5	0	4	0	6	3	7	1	2	0	5	0	7	5	0	1	0	3	14	4	5	0	0	0	2	0	4	0	0	4	3	2
hsa-miR-3065-3p	0	0	6	0	3	1	0	0	0	11	1	4	0	1	0	0	7	5	5	0	1	0	1	3	0	4	3	1	3	5	0	6	12	0	0	1	2	6	6	3	6	0	2	0	1	9	10	9	5	0	1	2	6	0	1	13	13	5	5	0	0	0	2	6	0	5	4	0	0	4	3	3
hsa-miR-3065-5p	25	4	36	6	6	5	4	8	1	8	14	3	0	0	2	9	10	2	4	5	3	4	10	4	8	5	21	3	2	5	10	25	76	20	7	20	39	45	26	24	8	4	0	15	12	26	11	7	2	12	5	6	13	12	26	11	26	16	10	2	8	25	6	18	8	5	9	1	7	7	20	17
hsa-miR-3074-3p	0	0	4	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	2	0	3	0	0	0	0	0	5	2	0	2	0	0	0	4	0	0	4	3	0	0	0	7	4	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3074-5p	7	0	0	2	3	1	7	3	4	0	10	7	6	0	2	5	3	4	9	9	3	5	6	5	8	0	9	5	7	4	5	15	29	10	0	7	20	18	15	6	2	7	3	3	1	14	10	20	16	2	5	11	40	2	7	10	30	6	14	14	0	20	15	0	0	5	6	0	2	3	12	3
hsa-miR-30a-3p	843	696	985	884	900	842	1270	1116	1532	1206	2255	854	187	586	1494	1075	729	1295	1705	1930	800	864	1282	1065	459	1331	1944	996	1447	1014	484	873	2562	510	249	1445	1286	3663	1262	1014	1733	679	918	1301	1562	1177	2331	1002	1456	1101	1387	1075	1114	1138	1189	954	1867	1343	1173	1982	1284	3064	2073	1524	1263	544	539	1490	2221	1920	2739	1468
hsa-miR-30a-5p	24736	22007	31912	30225	25155	27922	55917	45647	62348	47497	79769	28541	2315	18530	63158	35697	25255	44557	69139	80298	34261	20539	41446	33114	16381	43103	85236	37847	46777	29735	16875	30017	83802	21368	7075	48130	39244	140654	45171	27200	58686	24213	33110	38143	65018	46299	89837	47599	49820	33839	65370	54883	47589	34622	43476	52471	99613	50612	41157	76477	44556	118941	81801	56169	43829	19227	16550	55056	73903	46419	118747	49964
hsa-miR-30b-3p	3	6	4	0	3	2	0	0	5	1	8	0	0	3	5	0	3	0	0	0	0	2	1	1	0	0	1	0	0	3	1	0	11	8	0	3	10	10	3	0	0	2	1	0	0	0	15	6	0	5	0	1	12	6	5	3	24	3	9	0	0	6	2	5	4	3	0	3	1	2	12	0
hsa-miR-30b-5p	3636	2154	10247	5196	3798	6474	3811	14095	9885	7106	10702	5016	269	2563	10544	4480	4748	9901	16287	14808	7142	1358	8106	5605	1981	7104	21159	3656	11691	40184	2489	78128	208449	35512	2846	12231	44682	25973	87839	11218	11756	4771	3802	6754	14893	77707	16370	70526	8378	5732	10509	4063	68344	3807	5177	78616	51429	11261	8038	13776	8347	29236	16630	13778	7612	3969	2840	10164	9509	12058	18115	4996
hsa-miR-30c-1-3p	0	0	0	1	0	0	0	4	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	3	1	0	2	0	0	0	0	0	2	0	2
hsa-miR-30c-2-3p	14	8	24	2	18	3	36	27	32	20	36	4	4	14	22	37	10	5	9	30	15	22	9	4	12	35	18	11	15	4	6	2	10	10	4	28	7	42	30	1	10	2	5	14	12	10	36	34	22	13	18	8	13	9	13	21	52	23	25	16	10	39	26	12	8	4	11	14	15	11	26	12
hsa-miR-30c-5p	4401	2629	8019	4751	5593	4782	5772	10170	8580	5539	7969	3612	327	3334	8744	4117	3516	5993	8595	11433	4377	1730	4397	3620	2334	6029	13544	3455	6913	6608	2614	9390	19765	5468	1601	6003	9787	19093	15182	4575	9227	3181	6140	5044	11223	12274	15842	12967	7665	5703	7923	5443	13577	3479	5705	14625	17062	8546	5744	10173	5188	17716	13709	10173	7145	2667	3417	6033	10185	7204	15540	4840
hsa-miR-30d-3p	19	31	19	14	41	22	30	10	70	47	47	27	1	11	21	27	16	45	48	36	12	23	19	36	9	53	46	35	20	68	7	80	204	10	14	14	142	81	96	37	14	28	29	8	47	41	65	95	46	14	37	57	112	29	13	116	274	19	26	49	19	73	66	49	34	15	15	37	56	47	61	30
hsa-miR-30d-5p	18420	11655	35020	16018	19059	13359	24377	26794	34402	28109	38091	17825	1771	14929	32044	19126	14587	19657	40522	41197	16024	10027	25601	19774	6865	18385	49413	13971	30013	42243	12128	71572	283471	44715	11524	21965	84859	75726	95629	36513	29828	13277	13515	14196	39385	81470	34823	74840	27757	42930	33316	28545	91887	12621	24419	119080	195589	27974	29328	37536	20569	69742	57131	34430	33801	11975	17102	24628	26974	18214	63657	21148
hsa-miR-30e-3p	346	330	464	323	392	237	356	365	551	452	869	309	52	249	685	483	315	463	685	782	354	285	427	361	123	585	698	328	480	303	181	254	926	120	121	393	458	1369	533	286	678	281	528	421	575	378	863	415	747	314	549	846	500	478	548	338	773	597	424	678	391	979	731	567	506	250	190	505	724	594	1056	615
hsa-miR-30e-5p	6433	6299	8029	6499	4693	6518	12714	11903	14221	11171	15669	5586	456	4095	12790	6519	5091	9519	16104	16500	5746	2631	8272	6965	3558	8925	19476	11614	10915	8400	3650	12200	28226	8080	1632	8206	15567	31727	18964	6343	12110	8101	27701	9152	14536	15486	21549	19230	11137	5204	12717	51491	17912	7578	8875	20817	34894	11128	9417	17102	10260	23608	16287	12129	13924	4818	3583	13851	15448	12245	26053	19314
hsa-miR-3115	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1
hsa-miR-3116	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3120-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3120-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3121-3p	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3124-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3127-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-3127-5p	0	0	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	2	1	0	0	0	0	0	0	0	4	0	0
hsa-miR-3128	2	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	4	1	8	0	1	0	0	1	0	0	0	6	2	4	0	4	3	1	0	9	0	0	0	0	0	2	0	2	2	0	2	0
